1.708758789062500000e+04,5.722067200000000000e+07,1.515471040000000000e+08,9.772181250000000000e+04,1.225699375000000000e+05
1.632181542968750000e+04,5.299798400000000000e+07,1.495894400000000000e+08,1.019631171875000000e+05,1.325522187500000000e+05
1.585510546875000000e+04,4.964748800000000000e+07,1.470492960000000000e+08,1.044849375000000000e+05,1.409493750000000000e+05
1.556746289062500000e+04,4.652552800000000000e+07,1.427553760000000000e+08,1.057184609375000000e+05,1.461330781250000000e+05
1.547980566406250000e+04,4.313775200000000000e+07,1.359690240000000000e+08,1.040379140625000000e+05,1.459261093750000000e+05
1.559554394531250000e+04,3.972783600000000000e+07,1.289327920000000000e+08,9.963953906250000000e+04,1.393379375000000000e+05
1.578565136718750000e+04,3.635049200000000000e+07,1.227982160000000000e+08,9.426378125000000000e+04,1.279643046875000000e+05
1.598414257812500000e+04,3.309700400000000000e+07,1.170800640000000000e+08,8.946191406250000000e+04,1.164230781250000000e+05
1.614397167968750000e+04,2.991981400000000000e+07,1.115195040000000000e+08,8.602720312500000000e+04,1.073019609375000000e+05
1.629162304687500000e+04,2.694522800000000000e+07,1.061674320000000000e+08,8.285457812500000000e+04,1.002002812500000000e+05
1.638872070312500000e+04,2.439927200000000000e+07,1.017859520000000000e+08,7.907981250000000000e+04,9.415667187500000000e+04
1.641734570312500000e+04,2.226383600000000000e+07,9.794249600000000000e+07,7.494631250000000000e+04,8.854143750000000000e+04
1.634345410156250000e+04,2.056116200000000000e+07,9.425132000000000000e+07,7.044738281250000000e+04,8.271512500000000000e+04
1.623443750000000000e+04,1.921168200000000000e+07,9.057560800000000000e+07,6.540089062500000000e+04,7.698072656250000000e+04
1.620554492187500000e+04,1.819338000000000000e+07,8.730441600000000000e+07,6.000406250000000000e+04,7.138071875000000000e+04
1.634803125000000000e+04,1.752591200000000000e+07,8.539740800000000000e+07,5.476382812500000000e+04,6.609508593750000000e+04
1.663899218750000000e+04,1.716994200000000000e+07,8.564816800000000000e+07,5.033578906250000000e+04,6.183544921875000000e+04
1.700597656250000000e+04,1.700353600000000000e+07,8.837957600000000000e+07,4.622191406250000000e+04,5.822991406250000000e+04
1.743279492187500000e+04,1.699814200000000000e+07,9.351439200000000000e+07,4.198257812500000000e+04,5.465559765625000000e+04
1.789685156250000000e+04,1.707331000000000000e+07,1.011455120000000000e+08,3.765850000000000000e+04,5.078307031250000000e+04
1.843214062500000000e+04,1.723879200000000000e+07,1.117404880000000000e+08,3.381481250000000000e+04,4.604673437500000000e+04
1.903541210937500000e+04,1.744628200000000000e+07,1.263811840000000000e+08,3.182953515625000000e+04,4.073133593750000000e+04
1.969644335937500000e+04,1.774229800000000000e+07,1.462988480000000000e+08,3.193890039062500000e+04,3.632784375000000000e+04
2.040395507812500000e+04,1.833000800000000000e+07,1.711410560000000000e+08,3.145940234375000000e+04,3.398449609375000000e+04
2.096447851562500000e+04,1.938962800000000000e+07,1.974153280000000000e+08,3.012172265625000000e+04,3.358687109375000000e+04
2.117438867187500000e+04,2.050187800000000000e+07,2.219740320000000000e+08,2.694913085937500000e+04,3.400291796875000000e+04
2.106962109375000000e+04,2.246105000000000000e+07,2.357520000000000000e+08,2.776739062500000000e+04,3.628050781250000000e+04
1.944125390625000000e+04,2.343013000000000000e+07,2.462174080000000000e+08,2.985570312500000000e+04,4.118548046875000000e+04
1.368498632812500000e+04,2.621431600000000000e+07,3.002915840000000000e+08,1.913232031250000000e+04,2.919906054687500000e+04
